,text,anger,disgust,fear,joy,sadness,surprise
850,የቆሰለ ፍቅር ምእራፍ ሀሁለት የለውም በቃየፍሊጶስ ንዴት የሊዮን ትእግስት የይልዲዝ ድድብነት የሂላል ኣልበገር ባይነት የኣዚዜ ፍቅር ታጋሽነት የጀቭዴት ጀግንነት የስለላ ጥግነት የያኩፕ ብልሃት መላ የቱርኮች ሃገር ወዳድነት የግሪኮች ለቱርኮች ያላቸው ንቀት የ 3ቱ የሂላል ጓደኛሞች ጥምረት የነሂላል ጓደኛ ኣህመት ድፍረት ለሂወቱ የማይሳሳ ብቻ ብዙ ብዙ የማይረሱ ነገሮች በዛ ፊልም ኣይተናል በሂወቴ ኣልረሳውምምርጥ ትወና የኢትዮጵያ ኣርቲስቶችም,0,0,0,1,0,0
857,እናንተ እስክትበስሉ አገሬ አረረች እንጅ እሱማ ወደው ሳይሆን ተገዳዳሪ ስለተፈጠረ ሳይወዱ በግድ ወደ ሰላም ይገባሉ ከስሜታዊነት ሲወርድ ጀዋርም በሳልና አዋቂ ፖለቲከኛ መሆኑን አየን ደረጄ ግን ኢትዬጵያ ካሏት ጥቂት በሳል ጋዜጠኞች አንዱ ስለሆንክ ክብር ይገባሃል,0,0,0,1,0,0
868,የሚገርም ነው Wow  ካሁን ቡሃላ የሚያባላን ታሪክ ትርክት ወይም ሃውልት አያስፈልገንም ብራቮ አብቹ እና አዳነች,0,0,0,1,0,1
873,እኔ ግን ኮንፊደንሷ በጣም ደስ ይለኛል በቃ ተጋቡ❤❤❤,0,0,0,1,0,0
899,እኔ ልይክ የሚባለውን ሞክሬው አላውቅም ዛሬ አርጉኝና ደስ ይበለኝ,0,0,0,1,0,0
905,ደሴ ? 689 ያመጣ ተማሪ ። በጦርነት ውስጥ ነፍሳቸው የተሰቃየች ወጣቶች እንዲህ ማንፀባረቃቸው በጣም የሚገርም ነው። የኢትዮጵያ ተስፋዎች ?,0,0,0,1,0,1
910,በጣም ድስ ይላል አቶ ታከለ የጀኦሎጂካል ሰርቬይ መኮስመኑ አሳሳቢ ነዉ የሃድሮጅኦሎጂ ክፍሉ በከፊል ወደ ዉሃ ሀብት መዞሩ ባይጠላም ያለ ከርሰምድር መረጃ ሀ,0,0,1,1,0,0
914,ውድ እንቁው መሬ አንተ ልዩ ነህ ይህንን በኔ ትውልድ ዘመኔ በመመልከቲና በማየቲ እድለኛ ነኝ አገሬ ኢትዮጵያ ገና ከኢሮፕያኖች አገር በልጣ ከፍ ብላ ትታያለች ትገኛለችም አላህ ለመሬዬ እድሜና ጤና ይስጥልኝ በርታ ጀግናው መሬ በርታ እኛ በሚሊዮኖች የምንቆጠር ኢትዮጵያውያን አገራችን ከፍ ብላ እንድትገኝ የምንፈልግና የምንመኝ ሁሉ እንወድሀለን እንከተልሀለን ከጉንህ እንቆማለን,0,0,0,1,0,0
917,ግፍሌ በጣም ጥሩ ሙቅ ሻውር አላቸው,0,0,0,1,0,0
930,እልልል !!! ማሻላህ ጥሩ ነገር ይዞልን ይምጣ ፡፡፡,0,0,0,1,0,0
935,በ ዝምታ ምትስራው ስራ እኮ ነው ሙሉ መሪ እንድቶን ያርግክ የ ስራ ሰው በርታ ኣቢቹ አባ መላ,0,0,0,1,0,0
944,ትችላለሕ በቃ ይችላል አለማድነቅ ከቅናት ወይም ካለመቻል ይመሥለኛል ግን ይቅርታ እሺ ድንገት ተቃራኒ ካላቹ።,0,0,0,1,0,0
957,የዉነት ግን እንዳ ጂሀን የሚየፋቅር ሰዉ በዚች ምድር ይኖራል መልሱልኝ ፊልም ባይሆን ደስ ይለኝ ነበር,0,0,0,1,0,0
978,ክቡር ጠቅላይ ሚኒስትር ዐቢይ አህመድ እየፈጠሩ ያሉት ሀገራዊ አንድነት ፍቅር እና ይቅርታ ላይ ያተኮሩ ትርክቶች ለትውልድ ልማት እና እድገት መሰረት የሚሆኑ ናቸው,0,0,0,1,0,0
979,እግዚአብሔር ይመሥገንበሐገሬ ላይ ሙስና ለማሠወገድ ና ከመበዝበዝ የሚከላከልና የሚጠላ ጠቅላይ መንግሥት ዶክተር አብይን ስለሠጠን አናመሠግናለን ህዝብ እተራበ እየተሠደደ ገላውን የሚሸፍንበት የሌለውን ደሀ ሕዝብ መሥረቅ ምን ይሉታል የኢትያጵያ ደሀ ሀገር አይደለችም ሐምሣ አመት ሙሉ አየተበዘበዘች ህዝቡ ተራበ እባካችሁ የደሀውን ገንዘብ በደሀ ገንዘብ ፎቅከነልጅ ልጃችሁ የቆላችሁ የደሀውን ሐብት መልሡደሀ ሕዝብ በልቶና ለብሦ ይደር የኢትዮጵያ ሕዝ,0,0,0,1,0,0
986,እስራኤልና ሐማስ ሰብዓዊ ድጋፍ ወደ ጋዛ እንዲገባ ስምምነት ላይ ደረሱ,0,0,0,1,0,0
988,የደብረፅጌ ቅዱስ ኡራኤል ስንበት ትምህርት ቤት ፍሬ የሽዋማማሽ ልጅ ስላየሁክ ደስ ብሎኛል እግዚአርያን የመስለች ፍሬ አፍርትሀል የአንተን እግር ተከትላ ስለምትዘምር ስለማያት በጣም ደስ ይለኛል በሚገርም ሁኔታ በልጅነቴ እያየሁ አድጌ በድጋሚ አንድ ስቴት Minnesota በመኖሬ ሁልግዜ ሳይህ ደስ ይለኛል ረጅም እድሜ ከጤና ጋር ይስጥህ ቅዱስ ኡራኤል ከነመላው ቤተስብህ ይጠብቅህ,0,0,0,1,0,0
989,ተመስገን ፈጣሪዬ መልካም ነገር አሰማንሰላም ለሀገራችን ለህዝባችን,0,0,0,1,0,0
990,የራሳቸውን ልብስ የመረጡትን መልበሳቸው በጣም ጥሩ ነው !!! ሌላው ሰው የሚፈልገውን እና የመረጠውን ከለር ልብስ ሲለብስ አይግፈፉ !!!,0,0,0,1,0,0
1003,አስፍዬ ቀናሁብህ አባቴ መልካም ሰርቶ በደስታ ጥግ ከቃላት በላይ እናቶችን በፍቅር እንባ አራጭቶ የሰው ልብ ውስጥ በክብር ተቀምጦ ማለፍ እንዴት ያለ መባረክ ነው በተለይ ለእናት ኢትዮጵያ,0,0,0,1,0,0
1007,ክቡር ጠሚር ስለበጎነትዎ አናመሰግናለን ከሁሉ በላይ ግን በሠላም ጉዳይላይ አጥብቀው እንዲሰሩ እጠይቃለሁያለ ሠላም ሁሉም ከንቱ ነውበዓመታት የተገነቡ በደቂቃዎች ይፈርሳሉእግዚአብሔር ይርዳዎት,0,0,0,1,0,0
1018,የዲማሽ አስገራሚ ሙዚቃ ነፍሴን ይሞላታል ፣ ደስተኛ ያደርገኛል STRANGER TOUR ElAmorEnTi TheStoryOfOneSky,0,0,0,1,0,0
1036,እዚህ ድራማ ሃና ዮሐንስ ብትገባበት ደሞ ሴራው ይገርም ነበር ግን አሁንም ምርጥ ነው,0,0,0,1,0,0
1037,ለኣባታቻቸው ክበር ለእናቶቻቸ እንባ ለማበስ ለተደፈሩ ህቶቻቸው ብለው ለሰማእትነት ዝግጁ ሆነው የወጡ ጀገኖች ናቸው አንተም ልያኮራህ ይገባልማነህ ኣስተማሪው,1,0,0,1,0,0
1049,እሚገርም ነዉ የእያንዳንዱ ሐገር ታሪክ ያስቃል,0,0,0,1,0,1
1053,ጀዋር ትለያለህ ብዙ የተናገርከው ሁሉ ሆነዋል ጥሩ ተንታኝ ነህ አልሰማ ብለው ይሄው እያየነው ነው,0,0,0,1,0,0
1058,እንዲህ አይነት የሚገርም የሚያስደንቅ ውብ ምስል የምስል ውብ ዝማሬ የምስል ውብ አንድነት የምስል ውብ ድምቀት የምስል ውብ ውበት ያለበት በዕድሜየ አይቼ አላውቅም። ሌላ ዕድል ፈጣሪ,0,0,0,1,0,1
1060,እጅግ አስደማሚ ነው መሪዬ አብቹ ለስራህ ሁሉ ስኬትን እመኛለሁ,0,0,0,1,0,0
1066,ፉኖ ጦርነት ላይ ነው ድልበድልም ሁናል,0,0,0,1,0,0
1075,?የመምህር ዲያቆን ሔኖክ ሀይሌ የሚገርም ትምህርት በዶንኪ ቲዩብ ኮሜዲያን እሸቱ መለሰ መቄዶንያ MEKED via,0,0,0,1,0,0
1083,አይይ ኬንያ አልነበራችሁማ፡፡ እዛ የሴትን መቀመጫ ድንገት ጧ ማድረግ በጣም አሪፍ ነሽ ማለት ነው፡፡ ሳቅ ብላ ዋቻ ማኔኖ ትላለች እንጂ ፀብ የለም፡፡ ሴቶቹ,0,0,0,1,0,0
1090,የግዙፉ ዓድዋ ሙዚየም ኪነ ህንጻ በዋና አርክቴክቱ እስክንድር ውበቱ አንደበት,0,0,0,1,0,0
1092,ብፁዕ አባታችን ነቀምት እያሉ ሲቀድሱ በ Afaan Oromoበሰማይ ያለን ነበር የሚመስለኝየመላእት ምስጋና ይመስላል,0,0,0,1,0,0
1096,Habtamu Dagne ልብ ብለህ ተመልከት የቀለሞቹ አቀማመጥ የተለያዩ ናቸው ፣ ልክ እንደ ጋና ባንዲራና የኢትዮጵያ ። የኦሮሚያ ክልልል ባንዲራ መሃል ላይ ነጭ ነው ። በጨዋ ደንብ ከመሳደብ ያልገባህን በመጠየቅህ ሳላደንቅ አላልፍም,0,0,0,1,0,0
1102,ጀግና ልጂ እ/ር አውንም ከጎንሺ ይሆን ተሰፋሺ እጂግ የሚገርም ነው እሱ የሲራውን ይሰጠው,0,0,0,1,0,1
1103,ትንሱ ግብዝ ነህ በርታምርጥ አባትነህ ❤❤❤,0,0,0,1,0,0
1112,ሲማይ ኩዚ እማወጣበት ቀን ነብር የምጠብቀው ደስ አለኝ የተነካይ ኡፍ አበቃ ወደድሮማነንትሽ ተመለሽ ሸፋፋ ኩዚ እኮነው ልጅ አላወቀችውም ደሞ ታስፈራራለች,0,0,1,1,0,0
1123,በጣም ህድልኞች ናችው ህናታችው በህይወት ህያሉ ሰርፕራይዝ ማድረግ ማለት መታደል ነው እግዚያብህር ይባርካችው,0,0,0,1,0,0
1127,አሁን ደግሞ የ 4የ 5ወር እርጉዝ እየሆናቹህ መጣቹህ ደስ ይላል,0,0,0,1,0,0
1129,ይህንፊልም የምወደው የሀገራችንን የየዋሁን የአማራ ህዝብ ሰቆቃ ፍትው አድርጎ የሚገልፅ ነው እናም የሀገር ፍቅር ከምን እስ ከምን ከየት እስከየት እደሆን የሚገልፅ ነው እናም የኛም ጀግኖች ለሀገራቸው ለህዝባቸው ለናቶቻቸው ለእህቶቻቸው ለሚስቶቻቸው እየተዋደቁ ነው በውጭም ያለው ጀግኖቹ የአማራ ልጆች እድሁም የሀገር ፍቅርና የወገን ፍቅር የሚያቁ የገባቸው ውድ የኢትዮጵያ ልጅች ከአለም እስከ አለም ያባገነኑን መንግስት በጀግንነት እየተቃወሙት ይ,0,0,0,1,0,0
1135,ጥሩ መረጃ ነው እናመሰግናለን።በህግ የሚጠየቁበት አግባብ ቢኖር ጥሩ ነበር።,0,0,0,1,0,0
1173,እንዲህ በህፃንነትዋ የሰጣት ጥንካሬና እውቀት ትልቅ ቦታ ትደርሳለች።ጌታ ፀጋ ሰጥቶሻል መከራ የቻለ አሽናፊም ነው አይዞሽ።,0,0,0,1,0,0
1187,ለውጥ በሁሉም መስክ ተጠናክሮ ቀጥሎል ደስ ይላል በርቱልን,0,0,0,1,0,0
1197,የመጨረሻው ምርጥ ውሳኔ ነው ቢያረፍድም,0,0,0,1,0,0
1215,ተመስገን ቤተክርስቲያናችንን ይጠብቅልን አደራ በአቋማችሁ ጽኑልን ማኅበረ ቅዱሳን በምንም አጋጣሚ የቀን ስራም ሰርተን የገንዘብ ድጋፍ ኤንደግፋለን እንጂ በገንዘብ ሰበብ ምንፍቅርና እንዳይገባብን  ብጥር ጥርት እንዳለች ለልጅ ልጅ ማድረስ አለብን ይሄ ደግሞ የሁላችን ትብብር ነው ተስፋ ያደረግነው ማለትም የእስካሁኑ አገልግሎት እሚያኮራ ስለሆነ ነው,0,0,0,1,0,0
1218,እንዴት ናቹ የመዳም ቅመሞች እወዳችሃለው ደሞ እስከ ሰኞ ትናፍቁኛላቹ መልካም ቀናት ይሁንልን ደሞ በስደት ያላቹ እህት ወንድሞቼ ጽዮን ማርያም ከኛ ጋ ትሁን በርቱልኝ ነገ ሌላ ቀን ነው እንዳትጨናነቁ,0,0,0,1,0,0
1222,እግዚአብሔር ካለብኝ መከራ ሁሉ እርሶን አባት አድርጎልኝ በቃ እስኪለኝ አግኝቼዎት እስክፈወስ ጓግቻለው እድሜና ጤና ይስጦት,0,0,0,1,0,0
1229,ዋው ደስ ሲል አጨራሱ እኛንም ከወንድማማች ጣርነት እግዚአብሔር ያውጣን,0,0,0,1,0,0
1230,መምሕር ዶክተር ሲሳይ በየጊዜው እየቀረቡ ለሚሠጡት ሚዛናዊ አስተያየቶቻቸው ከፍተኛ አክብሮት አለኝ ከጨዋነታቸው ከአቀራረባቸው ከሥክነታቸው ብዙውን አየተማርን ነውና እነደዚህ ያሉ ጨዋ ምሁራንን ፈጣሪ አምላክ የብዛልን አሜን,0,0,0,1,0,0
1235,ከስሜታዊነት ወጥተህ መረጋጋትህ መልካም ነው ኢትዮጵያን ማሸነፍ አይቻልም በእኩልነት ተከባብረን መኖር ብቻ የዘር ፖለቲካ በአዋጅ መታገድ አለበት ጋዜጠኛ ደረጀ ሀይሌ ምርጥ ኢትዮጽያዊ,0,0,0,1,0,0
1247,ውይይይ እንኳን ደስ አላችሁ? ግን የውነት አነሳለት?,0,0,0,1,0,0
1259,ድንቅ ውይይት ነው በእውነት ጃዋር ላይ የሚገርም ስክነትና ብስለት ነው ያስተዋልኩት ልደቱና ጃዋር በድጋሜ የኢትዮጵያ ፖለቲካ ላይ እንደማያቸው ተስፋ አደርጋለሁ አንጋፋው ጋዜጠኛ ደረጄ ክብር ለአንተ,0,0,0,1,0,0
1263,ወይኔ ዘይነብ ስወዳት ውሸት አታወራም ቀጥይበት ጥሩ ላይ ነሽ ለኩዚ ስጦታ አልሰጠውህም አለችው ሌላ ሰው ቢሆን ግን እንደ ሲማይ አይነቷ ብኮን ትዋሸው ነበር,0,0,0,1,0,0
1267,እናንተ ድንቅዬ የእምዬ ኢትዬጵያ ልጆች እንባችሁን እጉዚአብሔር ይቀበል የእናት ሆድ ዠንጉርጉር ነው እንደሚባለው ኢትዬጵያም እንደ ጅብ ቀን ከለሊት የሚበሉዋት እንዳሉ ሁሉ እንደናንተ አይነቱ ደሞ የሚሳሱላት ና ከቀን ጅብ የሚከላከሉላት አሉዋት እና ተስፋ አላት በርቱ እግዚአብሔር አገራችንን ይጠብቅልን,0,0,0,1,1,0
1270,የተከበርክ ውዱ መሪያችን እዝአብሄር እንዲህ ያማረ ብርህ የሆነ ኑሮ ይስጥህ ተባረክ,0,0,0,1,0,0
1276,ጥሩ ጊዜ ነበር አመሰግናለሁ ፕራንክ ሰራህኝ እንጂ,0,0,0,1,0,0
1281,ካፒቴን ሌቨንት ኡመር የኔ ጀግና አተ ሁሉም ቦታ ጥሩ ሰወነህ,0,0,0,1,0,0
1290,ጃዋር የሰጠውን ትንታኔ ሳዳምጥ በጣም ነው የገረመኝ ለካ እድሜ የማያስተምረው የለም የህ አቋሙ ከልቡ ከሆነ አሁንም ለአገራችን አሌረፈደም ፖለቲከኞቹ ተቀራርበው ችግራቸውን በውይይት የሚፈቱ ከሆነ ህዝቡ ሰላማዊና ያለስጋት ሰርቶ ለመኖር የሚፈልግ ነው እናም ቃሉን የሚኖር ያድርገው,0,0,0,1,0,1
1292,ጨበራ ሎጅ ድንቅ ነው በቅርቡ ወደ ሀገር ስገባ እጎበኘዋለው,0,0,0,1,0,0
1297,ኢትዮጵያዊነት ሲደምቅ! መልካም ጥምቀት ?,0,0,0,1,0,0
1307,በጣም ደስ የሚል ጥያቄ ና መልስ ነበር ክብረት ይስጥልን እኔ እንዲንሳ እምፈልገው ሌላ ሃሳብ የ ዉጭ ኃይሎችስ አጅ ምን ያህል ሚና ነበረው በ ሀገራችን ፖለቲካ ላይ አልፎ አልፎ ድንገት ፖለቲከኞች በገዛ በሚመሩት ሀገር ታሪክና ባህልም ሆነ ሃይማኖት ላይ የሚሰጡት አስደንጋጭ አስተያየት ምን አልባት ከዉጭ ኃይሎች የሚመጣ ግ ዳ ጅ ይሆን,0,0,0,1,0,0
1311,ግን የመስዑዴ ነገር እህት ማለት  የራሷ ልጅ ታቅፋ ማየት ጓጓዉ,0,0,0,1,0,0
1315,ላቀሳስር እንጂ ? መልካም በአል ጌታዬ!,0,0,0,1,0,0
1321,ፕሮፌሰር የብህር ነፍጠኛ የታሪክ ማህደር ነህና እናከብርሃለን እንወድሃለን ኩራታችን ነህ በዚሁ አጋጣሚ የማህበረ ቅዱሳን ጋዜጠኛ እጅግ ሳላደንቅሽ አላልፍም ትህትናሽ የአጠያየቅ የቃላት ፍሰትሽ ይደንቃል በርች,0,0,0,1,0,0
1323,ከማፈቅረው ሰው ጋር ታርቄ ደስ ብሎኛል ይዝለቅ አይዝለቅ ባላውቅም,0,0,0,1,0,0
1330,ቻርለስ ሆይ ምንድነው አሸቅድህ አፈር ብላና አንተ መይት ያኮብዬ የኔ ፍቅር እኔ በጣም ነው የማፈቅርህ አደራ ይልዲዝን እንዳታፈቅራት በቅናት እንዳልሞት,0,1,0,1,0,0
1335,ደግ አደረጉ።ጀግኖች ናቸው።ለአይሁድ ሽብርተኞች የሚገባው ይህ ነው።ምክንያቱም በፍልስጥኤማውያን ላይ ሲያደርሱት ለነበሩት ግፍ የሚገባቸው ይህ ነው።,0,1,0,1,0,0
1349,ግሩም ድንቅ ስራ  ባለፈውም ያቀረብሽው እንደዚያው ትልቅ ችሎታ አለሽ በርቺ,0,0,0,1,0,0
1355,ጂጂ የሴት ልጅን ጥልቅ የተቃራኒ ጾታን ፍቅር ስሜታዊ ምናብ በቃላት የማሳዬት ችሎታዋን ማንም አይደርስበትም። ጽድት ባለ ስነስረዓት ባለው አገላለጽ ለዚያውም?,0,0,0,1,0,0
1356,በእውነት የሚያሳዝን እንጂ የሚያስቅ አይደለምብራቮ ቢኒ,0,0,0,1,1,0
1362,እፁዬ በጣም ጎበዝ ነው ምርጥ ብቃት ጀግና ውድድሩ ገና መጀመሩ ነው ከዚህ በላይ እንደምታስደምሚን አውቃለሁ,0,0,0,1,0,0
1366,አባይ ቲቪ ዜናቹህ በጣም ደስ የሚል ወቅታዊ ጉዳዮችን ነው የምታቀርቡልን ነገርግን በጣም አጭር ነው ለዜና ሙሉ ሳዓት አዘጋጁልን እባካቹ,0,0,0,1,0,0
1379,እነዚህ ቱርኮች የምር ሆነው ነው የሚሰሩት ምናለ የኛዎቹም እደዚህ ቢሰሩ,0,0,0,1,0,0
1381,ጥሩ ፕራንክ ነው፣ ሆኖም ትንሽ አስረዘምከው።,0,0,0,1,0,0
1387,የእስልምና እምነት ተከታዮች እንኳን ለኢድአልፈጢር በዓል በሰላም አደረሳችሁ! መልካም በዓል እንዲሆንላችሁ እንመኛለን! ኢድ ሙባረክ!,0,0,0,1,0,0
1394,ከሆነ ደስ ይለኛል! ግን አይመስለኝም ብዙ ይቀራል አሁን ያለውን ግን አለማድነቅ ንፉግነት ነው በአፍሪካ የሚለው ቃል ግን ተጋኗል።,0,0,0,1,0,0
1396,እንደማታው አይነት የአፍጥር ፕሮግራሞች አለምአቀፍ ትርጉማቸው እጅግ ግዙፍ ነው ። ጎበዝ ኢትዮጵያ ውስጥ ሙስሊም ያለ የማይመስላቸው በርካታ የአለማችን ህዝቦች አሉ ። ወይንም ደግሞ,0,0,0,1,0,0
1402,ዘሩባቤል መቸም አንተን አለማድነቅ አይቻልም ከዕለት ዕለት ብቃትህ እያደገ እየመጣህ ያለህ ልጅ ነህ ቀጥልበት ለዝግጅቶችህ የምትስጣቸው ትኩረቶች ደስ ይላሉ ክብረልኝ  ሁሌም የማደንቃቸውን አሚጎን እና ኦሃድን በእውነት እና በዕውቀት ላይ ተመስርታችሁ ልምታቀርቡት ትነትና ከልብ እናመስግናለን,0,0,0,1,0,0
1429,የትምህርት ስብራታችንን ለማስተካከል ቆራጥ አመራር እየሰጠ ያለ ድንቅ መሪ,0,0,0,1,0,0
1430,ውድ አንጋፋ ጋዜጠኛ በዚህ ጉዳይ ለማብራረራት ፕሮግራም ማዘጋጀታችሁን በጣም ተደስቻለሁ የብዙ አመት የጋዜጠኛነት ሙያህን በዘርና በሐይማኖት እንዲሁም በጥቅም የማትገዛ ለህሌናህና ለሙያህ የምትኖር ማንም አንተን ሆኖ ማቅረብ የማይችል ተወዳጅ አንጋፋ ጋዜጠኛ ነህ በርታ እኔም አዳምጥሐለሁ እንዲሁም ኮመንቶችን አነባለሁ ሁኖም እኔንም ይገርመኛል ይህን ያክል አእምሮ ጠባብነት ወይስ እስካሁን በጉጥኝነት በጨለማ አለም ያሉ ህዝቦች እንዳሉ ነው የሚያሳ,0,0,0,1,0,0
1434,እንኳን እግዚአብሔር ረዳችህ ::: ልጅ ማለት እንዲህ ነው : በደስታችሁ እጅግ ደስ ብሎናል::: ተባረኩ,0,0,0,1,0,0
1438,ከሁለት ያጣ ላለመሆን የምታደርገውን ጥረት ሳላደንቅ አላልፍም እሷማ አንተን እንኳን block ልታደርግህ በቅጡስ መች ተቆጣችህ ምክንያት ራሷ ሰጥታ ፀጥ አለች ?,0,0,0,1,0,0
1441,የወያኔን ስርአት ያነሳልንን ጌታ እያመሰገን ለውጡን እናጣጥማለን መድረ ዘረኛ ተንጫጫ,0,1,0,1,0,0
1446,እናት ሁሌም ሰርፕራይዝ ትሁን❤❤❤,0,0,0,1,0,1
1450,ብልህ ሴት ልጅ ።ነገሮች እምታይባቸው እምትመርጠው የኣስተሳሰብ አንግል የሚገርም ነው።,0,0,0,1,0,1
1458,ተሱዬ ምርጥ አባት ዉይ ታድላ ሰላምዬ,0,0,0,1,0,0
1460,ገዳ ፍቅር ነው አብሮ የመኖር ተምሳሌት ነው ፍቅር ያሸንፋል የኢትዮጲያ ሰላም አረጋጋግጠን ብልጽግናዋን እናፋጥናለን አራት ነጥብ !,0,0,0,1,0,0
1468,ፐፐ የሚገርም ትንታኔ ነው እንዴት አወቅሽ በናትሽ እስቲ ሌላም ካለሽ አካፊዪን,0,0,0,1,0,1
1483,በጨዋ ደንብ ነው ለሰጠንክ አስተያየትም ትችትም መልስ የሰጠኸን ለዚህም እናመሰግናለን የጎደለ ነገር ነበረ የአድማጭ ተመልካች አስተያየት አይቶ መልስ መስጠት የጋዜጠኝነት የሙያ ስነምግባርን መከተል ነው በተረፈ አለምነህ የፖለቲካ እይታህ የሚገርም ነው እኔ እንደ ግል አንተን የማልከታተልበት ጌዜ የለም በተረፈ የሀማስ ጦርነት ላይ ትንሽ የእስራኤልን አቅም አጉልተህ ትመለከት ነበር የዜና ምንጮችህ ምን ያህል ገለልተኛ ናቸው ይሆና አንተ ታውቀዋለ,0,0,0,1,0,0
1486,ሲስተር ዘቢደር እጅግ ላንቺ የተለየ አግርሞትና አድንቆት አለኝ በርቺ ከጎንሽ ነን,0,0,0,1,0,0
1491,ውይይታችሁን በተመስጦ ነው ያዳመጥኩት በጣም ረክቻለሁ ቅዱስ ጳውሎስ ብዙ መከራ ስለ ወንጌል ከተቀበለ በሗላ ሌላውን ነገር ሳልቆጥር ዕለት ዕለት የሚያስጨንቀኝ የአብያተ ክርስቲያናት ሁሉ ሀሳብ ነው 2ኛቆሮ 1128 የቤተ ክርስቲያንዋ ህልውና ራሱ አሳሳቢ ነው ብዙ የምለው ነበረኝ ለጊዜው ይብቃኝ አመሰግናለሁ,0,0,0,1,0,0
1496,ጥላቻን ከልቤ ጠልቼው ርቆኛል ፣ ፍቅር ግን ሳፈቅረው ይበልጥ ቀርቦኛል፣ አምኖ መጎዳቱም ምርጫዬ ሆኖኛል ፣ ምክንያቱም በእምነቴ አምላክ ያድነኛል! SaveIDP,0,0,0,1,0,0
1502,ወያኔነት ገንፍሎ ሲወጣ የማይታወቃችሁ ነገር ደስ ይለኛል! መዥገር መሽቁቅነታችሁ ድንገት ከተደበቀችበት ብቅ ብላ መንጋውን ሳይቀር ታስደነግጣለች! Keep it up ገና ጨርቃችሁን ጥላችሁ እንደ ሱሰኛ የሃብታም ልጅ ታብዳላችሁ!,0,1,0,1,0,0
1515,ለአድር ባይ ጥሩ ገለፃ ናት!,0,0,0,1,0,0
1524,እመብርሀን ትጥብቅሽ 🙏 ምን አይነት ጠንካራ ልጅ ነሽ!? ፈጣሪ መጨረሻሽን ያሳምርልሽ ያሰብሽውን ያሳካልሽ ቀሪ ዘመንሽን የምትደሰቺ ያርግሽ 🙏 በእንባ ነው የጨረስኩት 🥹🥹🥹 ቅንነትሽ የዋህነትሽ የሚገርም ነው 🙏❤️,0,0,0,1,1,1
1525,ደሬ ያንተን ፕሮግራም ማየት እርጎ መጠጣት በለው ጀዌ በዚህ ልክ መቀዝቀዙ ደሞ ይደንቃል ያዝልቅለት እንመርጠዋለን አንደኛውን እሱ ይሻለናል,0,0,0,1,0,0
1538,ልክ እደኬምሬነው ማፍቀር እውነተኛ ፍቅር ስቃይ የበዛበት ደስ የሚል እብደትነው,0,0,0,1,0,0
1542,ኢትዮጲያ አዝላ የነበረውን መከራ እና ስቃይ ፍንትው አድርጎ ያሳየን ጀግናው መሪያችን ዶክተር አብይ አህመድ ነው !,0,0,0,1,0,0
1558,?የኦሮምያ እና የትግራይ ፍቅር እንደቀጠለ ነው! ያዝልቅልን!,0,0,0,1,0,0
1565,ይህንን ለመፍታት ጥሩ ስራ እየሰራችሁ እንዳለ ሁሉ በሀይማኖት በኩልም ተነሳዉን ጉዳይ ለመፍታት ጥረት ቢደረግ መልካም ነዉ፤፤ የእምነት ጉዳይ አቅሎ ማየት ጥሩ አይመስለኝም ፡፡,0,0,0,1,0,0
1568,ዋንጫው ጥርጥር የለሌው የ ትግስት አስማረ ነዉ ባስደናቂ የድምፅ ውበት ጋር,0,0,0,1,0,0
1573,መጥፎ ስራ ስላልሰራ ግፍ ስላልሰራ ይመስለኛል ልጅ የወጣለት በዛ ላይ ረጂም እድሜ የተሰጠዉ,0,0,0,1,0,0
1574,በኦሮሞ ጥላቻ የተለከፈ አዕምሮ ምንም ብታሰረዳና ብትነገረው አይቀበልም ...ዋቃ ጽናቱን ይስጣችሁ በቅን ልቦና የኦሮሞን ህዝብ ባህልና ማንነት ለሚያከብሩ የሀገራችን ህዝቦች ክብር አለኝ መልካም የሰላምና አንድነት የእሬቻ በዓል ይሁንልን,0,0,0,1,0,0
1578,አንቺ እራስሽ ደስ ስትዬ ተባረኪልን,0,0,0,1,0,0
1579,የሲማይ እናት ሀዘን ላይ እንኳን ሆና ታምራለች,0,0,0,1,0,0
1581,አለም ነዋሴ ትንታኔህ እጅግ በጣም ጥሩ ነውእኔን የደበረኝ የጀነራሉ ፎቶ ለመጀመርያ ጊዜ በጥይት ግባሩን ተመቶ ቁጭ ጀነራል ካንተ ማየት የምትነግረኝ ሁሉ እውነት ነው ለማለት,0,0,0,1,1,0
1584,በጣም ጥሩ ነው ቢለቁ ለሃገርም ለወገንም ጠቃሚ ነው ሰላም ይመጣልምሆኖም ለፍርድ መቅረብ አለባቸው ለጎዷቸው ንፁሃን መንፈስ ማደሻ ለመጪውም መንግስት ማስተማሪያ ይሆን ዘንድ,0,0,0,1,0,0
1585,ጠያቂዋ በጣም ጀግና የዘመኑ ሰው ምን ችግር አለው እያለ ነው ሁሉንም ህግ የሚያቃልለው ስለዚህ አንቺም ጉዳዩ ለዳግም ጥያቄ እንዳይነሳ አጥብቀሽ መላልሰሽ ግልጽ እስከሚሆን ድረስ መጠየቅሽ በሙያሽ ያለሽን ብቃት ነው የሚያሳየው መምህራችን ቃለ ሕይወት ያሰማልን,0,0,0,1,0,0
